session_id,created_at,user_id,is_repeat_session,traffic_source,utm_campaign,utm_content,device,http_referer,pages_viewed,order_value,items_purchased,time_spent_sec,add_to_cart,product_views
361848,2014-11-12 14:42:09,266929,1,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
256871,2014-05-30 14:34:33,197777,1,Gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,7,59.99,1.0,315,1,4
146098,2013-11-03 03:37:24,127379,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
377142,2014-11-28 17:35:44,318266,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
174842,2013-12-31 04:11:27,152505,0,nan_ads,,,mobile,https://www.gsearch.com,3,0.0,0.0,135,0,1
382380,2014-12-01 17:40:31,323138,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
74044,2013-02-19 15:01:10,65821,0,Bsearch,,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
145702,2013-11-01 13:36:34,127054,0,GSEARCH,brand,g_ad_2,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
181142,2014-01-15 00:10:02,157604,0,BSEARCH,,b_ad_1,desktop,https://www.bsearch.com,7,49.99,1.0,315,1,4
395844,2014-12-17 12:25:02,334016,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,4,0.0,0.0,180,0,2
255206,2014-05-28 10:34:27,218687,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,5,0.0,0.0,225,0,3
167476,2013-12-14 08:04:54,146329,0,GSEARCH,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
159654,2013-12-01 19:04:35,139434,0,Gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
314286,2014-09-03 08:51:48,266733,0,Gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
125578,2013-09-02 21:35:36,103127,1,,,,mobile,,3,0.0,0.0,135,0,1
160697,2013-12-02 10:53:55,140445,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
305163,2014-08-19 16:47:54,221626,1,gsearch_ads,brand,g_ad_2,mobile,https://www.gsearch.com,4,0.0,0.0,180,0,2
2252,2012-04-03 13:25:58,2237,0,GSEARCH,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
400496,2014-12-22 17:23:09,337822,0,,,,mobile,,1,0.0,0.0,45,0,0
149342,2013-11-12 18:01:06,130122,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
441598,2015-02-10 10:57:28,369617,0,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
412124,2015-01-05 16:10:24,332631,1,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
176982,2014-01-05 12:35:06,154214,0,gsearch_ads,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
188021,2014-01-28 20:48:33,163248,0,,,,desktop,https://www.gsearch.com,7,45.99,1.0,315,1,4
37866,2012-10-30 13:23:26,16140,1,NAN,,,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
106337,2013-06-27 18:29:23,93637,0,bsearch_ads,,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
6908,2012-05-11 16:53:58,6630,0,GSEARCH,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
363236,2014-11-14 00:53:45,306421,0,socialbook,desktop_targeted,social_ad_2,desktop,https://www.socialbook.com,1,0.0,0.0,45,0,0
251727,2014-05-21 21:37:28,215892,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
292496,2014-07-29 15:56:23,249077,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,2,0.0,0.0,90,0,1
48465,2012-11-25 18:09:42,44273,0,GSEARCH,nonbrand,g_ad_1,mobile,https://www.gsearch.com,2,0.0,0.0,90,0,1
85516,2013-04-12 14:26:09,75635,0,gsearch_ads,nonbrand,g_ad_1,mobile,https://www.gsearch.com,7,59.99,1.0,315,1,4
271245,2014-06-24 15:19:49,231751,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
180840,2014-01-14 12:52:21,157344,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
464109,2015-03-08 22:42:28,387408,0,Nan,,,desktop,,3,0.0,0.0,135,0,1
274064,2014-06-29 00:44:20,234087,0,Bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
280686,2014-07-09 18:13:48,239524,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
32875,2012-10-11 22:30:24,29994,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
36072,2012-10-24 07:17:57,32877,0,bsearch_ads,nonbrand,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
79465,2013-03-18 20:59:08,70377,0,gsearch_ads,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
363911,2014-11-14 17:06:29,306974,0,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
13991,2012-07-05 21:41:22,13015,0,GSEARCH,nonbrand,g_ad_1,desktop,https://www.gsearch.com,5,0.0,0.0,225,0,3
285076,2014-07-17 02:28:23,243078,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,7,109.98,2.0,315,1,4
379516,2014-12-01 06:32:40,320393,0,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
64613,2013-01-11 06:06:05,58115,0,Gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
267901,2014-06-18 17:23:19,229020,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
224218,2014-04-04 11:30:25,162340,1,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
154466,2013-11-27 08:49:28,124371,1,gsearch,,g_ad_2,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
431828,2015-01-29 07:57:06,362045,0,gsearch,,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
400394,2014-12-22 15:56:58,337743,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
66178,2013-01-18 21:17:29,59278,0,Gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
19426,2012-08-11 12:07:23,17917,0,gsearch,,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
292796,2014-07-30 05:03:20,249332,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
302302,2014-08-14 16:47:18,223204,1,,,,desktop,,2,0.0,0.0,90,0,1
443546,2015-02-11 21:39:42,371192,0,,,,desktop,,2,0.0,0.0,90,0,1
67213,2013-01-24 03:46:16,60065,0,Bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
106634,2013-06-28 16:37:44,93890,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
165658,2013-12-10 17:14:27,144803,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,5,0.0,0.0,225,0,3
341977,2014-10-15 11:26:25,289154,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
370664,2014-11-24 12:18:09,312477,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,2,0.0,0.0,90,0,1
294648,2014-08-01 16:30:33,250849,0,bsearch,,b_ad_1,desktop,https://www.bsearch.com,3,0.0,0.0,135,0,1
226197,2014-04-08 12:58:00,194928,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
4089,2012-04-14 21:09:34,4036,0,gsearch_ads,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
375040,2014-11-28 11:28:55,316221,0,gsearch,,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
72364,2013-02-14 06:22:37,64334,0,Bsearch,,b_ad_1,desktop,https://www.bsearch.com,7,59.99,1.0,315,1,4
86912,2013-04-18 02:11:26,76876,0,bsearch,,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
355255,2014-11-03 20:41:08,299880,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,5,0.0,0.0,225,0,3
392287,2014-12-13 04:20:14,331102,0,gsearch,,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
271398,2014-06-24 18:46:41,231878,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,3,0.0,0.0,135,0,1
147179,2013-11-06 10:17:45,128285,0,gsearch,,g_ad_1,desktop,https://www.gsearch.com,7,49.99,1.0,315,1,4
37123,2012-10-27 05:18:33,33821,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
61380,2012-12-26 18:33:44,55723,0,gsearch_ads,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
89787,2013-04-29 14:31:22,79421,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
320644,2014-09-12 10:49:13,271933,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
355709,2014-11-04 13:44:13,300253,0,,,,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
281801,2014-07-11 10:17:05,240425,0,,,,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
197429,2014-02-13 13:54:49,171212,0,socialbook,pilot,social_ad_1,mobile,https://www.socialbook.com,1,0.0,0.0,45,0,0
217549,2014-03-21 20:31:47,187944,0,,,,desktop,,1,0.0,0.0,45,0,0
179033,2014-01-09 22:42:44,155886,0,bsearch_ads,nonbrand,b_ad_1,desktop,https://www.bsearch.com,7,109.98,2.0,315,1,4
268821,2014-06-20 04:01:25,229757,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,4,0.0,0.0,180,0,2
306671,2014-08-21 16:00:39,230559,1,bsearch,,b_ad_2,desktop,https://www.bsearch.com,3,0.0,0.0,135,0,1
175868,2014-01-02 09:48:26,146509,1,,,,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
168090,2013-12-16 08:42:46,146854,0,,,,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
379758,2014-12-01 08:32:04,320623,0,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com,3,0.0,0.0,135,0,1
308469,2014-08-25 08:10:57,262038,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,6,0.0,0.0,270,0,3
291603,2014-07-28 12:35:49,248380,0,,,,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
77570,2013-03-08 11:34:22,68776,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
233201,2014-04-20 17:28:32,200658,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
345244,2014-10-20 11:28:27,258319,1,,,,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
219383,2014-03-26 10:35:42,189394,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,6,0.0,0.0,270,0,3
215728,2014-03-18 17:10:07,186516,0,BSEARCH,nonbrand,b_ad_1,desktop,https://www.bsearch.com,4,0.0,0.0,180,0,2
381300,2014-12-01 13:52:20,307337,1,nan_ads,,,mobile,https://www.gsearch.com,3,0.0,0.0,135,0,1
324486,2014-09-18 14:03:46,275082,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,7,49.99,1.0,315,1,4
138916,2013-10-12 14:34:35,121322,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
332451,2014-10-01 08:59:35,281462,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
12562,2012-06-25 14:39:47,11737,0,Gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
311039,2014-08-28 14:50:20,264111,0,Gsearch,,g_ad_1,desktop,https://www.gsearch.com,2,0.0,0.0,90,0,1
75066,2013-02-24 23:04:41,66668,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
108637,2013-07-05 21:00:44,95578,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
252761,2014-05-23 11:45:15,212939,1,Nan,,,mobile,https://www.gsearch.com,3,0.0,0.0,135,0,1
43523,2012-11-19 09:46:25,39555,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
106419,2013-06-28 01:59:53,93709,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
227432,2014-04-10 07:16:43,168895,1,,,,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
305706,2014-08-20 12:35:29,259765,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,3,0.0,0.0,135,0,1
359762,2014-11-10 11:13:26,303577,0,SOCIALBOOK,desktop_targeted,social_ad_2,desktop,https://www.socialbook.com,1,0.0,0.0,45,0,0
374105,2014-11-28 08:15:41,315321,0,GSEARCH,nonbrand,g_ad_1,mobile,https://www.gsearch.com,3,0.0,0.0,135,0,1
267495,2014-06-18 08:52:51,228689,0,gsearch,,g_ad_1,mobile,https://www.gsearch.com,4,0.0,0.0,180,0,2
325198,2014-09-19 13:10:44,254869,1,,,,mobile,,1,0.0,0.0,45,0,0
357680,2014-11-06 18:54:26,238845,1,Nan,,,desktop,https://www.bsearch.com,7,49.99,1.0,315,1,4
362775,2014-11-13 14:15:22,306050,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,6,0.0,0.0,270,0,3
254294,2014-05-27 00:08:32,217949,0,gsearch,,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
381344,2014-12-01 14:00:55,322150,0,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
208312,2014-03-05 06:54:39,180416,0,GSEARCH,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
49215,2012-11-26 10:10:43,45003,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,2,0.0,0.0,90,0,1
304574,2014-08-18 20:51:15,258830,0,GSEARCH,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
192033,2014-02-05 09:06:55,144489,1,,,,mobile,,1,0.0,0.0,45,0,0
363507,2014-11-14 10:42:24,306652,0,Gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
379027,2014-12-01 00:40:40,319923,0,socialbook,desktop_targeted,social_ad_2,desktop,https://www.socialbook.com,1,0.0,0.0,45,0,0
167031,2013-12-13 09:09:56,145956,0,Gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,5,0.0,0.0,225,0,3
450240,2015-02-19 13:22:48,376508,0,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,1,0.0,0.0,45,0,0
119133,2013-08-12 19:02:18,104445,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,2,0.0,0.0,90,0,1
260981,2014-06-06 18:10:18,185640,1,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
138680,2013-10-11 16:08:56,121129,0,NAN,,,desktop,https://www.bsearch.com,4,0.0,0.0,180,0,2
209457,2014-03-06 17:13:39,181354,0,socialbook,pilot,social_ad_1,mobile,https://www.socialbook.com,1,0.0,0.0,45,0,0
77809,2013-03-09 19:20:55,68959,0,Gsearch,,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
271814,2014-06-25 11:36:28,182553,1,,,,mobile,https://www.gsearch.com,6,0.0,0.0,270,0,3
432347,2015-01-29 16:03:22,362438,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
49018,2012-11-26 08:36:35,44808,0,GSEARCH,brand,g_ad_2,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
436823,2015-02-04 13:17:40,365867,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
275136,2014-06-30 23:00:43,234981,0,gsearch,,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
279389,2014-07-08 00:25:38,238463,0,gsearch_ads,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
455338,2015-02-25 18:51:21,380483,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
308111,2014-08-24 12:09:56,261749,0,socialbook,desktop_targeted,social_ad_2,desktop,https://www.socialbook.com,1,0.0,0.0,45,0,0
248869,2014-05-16 16:04:09,194826,1,,,,desktop,,3,0.0,0.0,135,0,1
73105,2013-02-15 13:57:11,65020,0,Bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com,6,0.0,0.0,270,0,3
241129,2014-05-04 14:03:57,207143,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,3,0.0,0.0,135,0,1
215737,2014-03-18 17:18:00,186522,0,,,,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
333387,2014-10-02 11:06:58,276946,1,,,,mobile,,7,51.97785516010385,1.0,315,1,4
229360,2014-04-14 02:26:05,197511,0,Gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
124612,2013-08-30 00:39:09,109138,0,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com,4,0.0,0.0,180,0,2
317994,2014-09-08 22:58:14,269776,0,GSEARCH,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
95158,2013-05-18 19:34:05,84055,0,gsearch_ads,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
255376,2014-05-28 13:30:33,218828,0,Gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
197974,2014-02-14 09:51:05,171682,0,Nan,,,desktop,,2,0.0,0.0,90,0,1
389128,2014-12-10 08:18:36,328489,0,gsearch,,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
158728,2013-11-29 19:48:56,138573,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
195158,2014-02-10 19:29:16,169256,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,4,0.0,0.0,180,0,2
2494,2012-04-04 16:04:51,2476,0,gsearch_ads,nonbrand,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
54755,2012-12-07 09:07:04,50034,0,GSEARCH,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
341422,2014-10-14 16:47:39,288705,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
231384,2014-04-17 04:58:22,199177,0,gsearch,,g_ad_1,mobile,https://www.gsearch.com,3,0.0,0.0,135,0,1
309077,2014-08-25 22:23:31,248906,1,,,,mobile,,3,0.0,0.0,135,0,1
419371,2015-01-14 08:59:53,352550,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,3,0.0,0.0,135,0,1
46368,2012-11-23 12:42:24,42228,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,1,0.0,0.0,45,0,0
90615,2013-05-01 21:30:26,80149,0,gsearch,,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
300339,2014-08-12 01:03:08,255427,0,gsearch,,g_ad_1,mobile,https://www.gsearch.com,4,0.0,0.0,180,0,2
106506,2013-06-28 10:03:52,93784,0,gsearch_ads,,g_ad_1,mobile,https://www.gsearch.com,1,0.0,0.0,45,0,0
